"","X","iso3c","question","yes_no","year_enforcement","year_panel","pfri_level","n_question","n_enforced","pfri_pct","pfr_subindex"
"2133",2133,"CHL","Ques_31",1,2016,2015,0,29,15,0.517241379310345,"RS"
"2134",2134,"CHL","Ques_31",1,2016,2016,1,29,25,0.862068965517241,"RS"
"2135",2135,"CHL","Ques_33",1,2016,1925,0,29,0,0,"RS"
"2136",2136,"CHL","Ques_33",1,2016,1965,0,29,0,0,"RS"
"2137",2137,"CHL","Ques_33",1,2016,1983,0,29,0,0,"RS"
"2138",2138,"CHL","Ques_33",1,2016,1986,0,29,0,0,"RS"
"2139",2139,"CHL","Ques_33",1,2016,1991,0,29,0,0,"RS"
"2140",2140,"CHL","Ques_33",1,2016,1992,0,29,0,0,"RS"
"2141",2141,"CHL","Ques_33",1,2016,1996,0,29,0,0,"RS"
"2142",2142,"CHL","Ques_33",1,2016,1998,0,29,0,0,"RS"
"2143",2143,"CHL","Ques_33",1,2016,2000,0,29,0,0,"RS"
"2144",2144,"CHL","Ques_33",1,2016,2002,0,29,0,0,"RS"
"2145",2145,"CHL","Ques_33",1,2016,2003,0,29,5,0.172413793103448,"RS"
"2146",2146,"CHL","Ques_33",1,2016,2004,0,29,5,0.172413793103448,"RS"
"2147",2147,"CHL","Ques_33",1,2016,2005,0,29,13,0.448275862068966,"RS"
"2148",2148,"CHL","Ques_33",1,2016,2006,0,29,13,0.448275862068966,"RS"
"2149",2149,"CHL","Ques_33",1,2016,2007,0,29,13,0.448275862068966,"RS"
"2150",2150,"CHL","Ques_33",1,2016,2008,0,29,13,0.448275862068966,"RS"
"2151",2151,"CHL","Ques_33",1,2016,2009,0,29,15,0.517241379310345,"RS"
"2152",2152,"CHL","Ques_33",1,2016,2010,0,29,15,0.517241379310345,"RS"
"2153",2153,"CHL","Ques_33",1,2016,2011,0,29,15,0.517241379310345,"RS"
"2154",2154,"CHL","Ques_33",1,2016,2014,0,29,15,0.517241379310345,"RS"
"2155",2155,"CHL","Ques_33",1,2016,2015,0,29,15,0.517241379310345,"RS"
"2156",2156,"CHL","Ques_33",1,2016,2016,1,29,25,0.862068965517241,"RS"
"2157",2157,"CHL","Ques_35",1,2003,1925,0,29,0,0,"OS"
"2158",2158,"CHL","Ques_35",1,2003,1965,0,29,0,0,"OS"
"2159",2159,"CHL","Ques_35",1,2003,1983,0,29,0,0,"OS"
"2160",2160,"CHL","Ques_35",1,2003,1986,0,29,0,0,"OS"
"2161",2161,"CHL","Ques_35",1,2003,1991,0,29,0,0,"OS"
"2162",2162,"CHL","Ques_35",1,2003,1992,0,29,0,0,"OS"
"2163",2163,"CHL","Ques_35",1,2003,1996,0,29,0,0,"OS"
"2164",2164,"CHL","Ques_35",1,2003,1998,0,29,0,0,"OS"
"2165",2165,"CHL","Ques_35",1,2003,2000,0,29,0,0,"OS"
"2166",2166,"CHL","Ques_35",1,2003,2002,0,29,0,0,"OS"
"2167",2167,"CHL","Ques_35",1,2003,2003,1,29,5,0.172413793103448,"OS"
"2168",2168,"CHL","Ques_35",1,2003,2004,1,29,5,0.172413793103448,"OS"
"2169",2169,"CHL","Ques_35",1,2003,2005,1,29,13,0.448275862068966,"OS"
"2170",2170,"CHL","Ques_35",1,2003,2006,1,29,13,0.448275862068966,"OS"
"2171",2171,"CHL","Ques_35",1,2003,2007,1,29,13,0.448275862068966,"OS"
"2172",2172,"CHL","Ques_35",1,2003,2008,1,29,13,0.448275862068966,"OS"
"2173",2173,"CHL","Ques_35",1,2003,2009,1,29,15,0.517241379310345,"OS"
"2174",2174,"CHL","Ques_35",1,2003,2010,1,29,15,0.517241379310345,"OS"
"2175",2175,"CHL","Ques_35",1,2003,2011,1,29,15,0.517241379310345,"OS"
"2176",2176,"CHL","Ques_35",1,2003,2014,1,29,15,0.517241379310345,"OS"
"2177",2177,"CHL","Ques_35",1,2003,2015,1,29,15,0.517241379310345,"OS"
"2178",2178,"CHL","Ques_35",1,2003,2016,1,29,25,0.862068965517241,"OS"
"2179",2179,"CHL","Ques_36",1,2005,1925,0,29,0,0,"OS"
"2180",2180,"CHL","Ques_36",1,2005,1965,0,29,0,0,"OS"
"2181",2181,"CHL","Ques_36",1,2005,1983,0,29,0,0,"OS"
"2182",2182,"CHL","Ques_36",1,2005,1986,0,29,0,0,"OS"
"2183",2183,"CHL","Ques_36",1,2005,1991,0,29,0,0,"OS"
"2184",2184,"CHL","Ques_36",1,2005,1992,0,29,0,0,"OS"
"2185",2185,"CHL","Ques_36",1,2005,1996,0,29,0,0,"OS"
"2186",2186,"CHL","Ques_36",1,2005,1998,0,29,0,0,"OS"
"2187",2187,"CHL","Ques_36",1,2005,2000,0,29,0,0,"OS"
"2188",2188,"CHL","Ques_36",1,2005,2002,0,29,0,0,"OS"
"2189",2189,"CHL","Ques_36",1,2005,2003,0,29,5,0.172413793103448,"OS"
"2190",2190,"CHL","Ques_36",1,2005,2004,0,29,5,0.172413793103448,"OS"
"2191",2191,"CHL","Ques_36",1,2005,2005,1,29,13,0.448275862068966,"OS"
"2192",2192,"CHL","Ques_36",1,2005,2006,1,29,13,0.448275862068966,"OS"
"2193",2193,"CHL","Ques_36",1,2005,2007,1,29,13,0.448275862068966,"OS"
"2194",2194,"CHL","Ques_36",1,2005,2008,1,29,13,0.448275862068966,"OS"
"2195",2195,"CHL","Ques_36",1,2005,2009,1,29,15,0.517241379310345,"OS"
"2196",2196,"CHL","Ques_36",1,2005,2010,1,29,15,0.517241379310345,"OS"
"2197",2197,"CHL","Ques_36",1,2005,2011,1,29,15,0.517241379310345,"OS"
"2198",2198,"CHL","Ques_36",1,2005,2014,1,29,15,0.517241379310345,"OS"
"2199",2199,"CHL","Ques_36",1,2005,2015,1,29,15,0.517241379310345,"OS"
"2200",2200,"CHL","Ques_36",1,2005,2016,1,29,25,0.862068965517241,"OS"
"2201",2201,"CHL","Ques_37",1,2005,1925,0,29,0,0,"OS"
"2202",2202,"CHL","Ques_37",1,2005,1965,0,29,0,0,"OS"
"2203",2203,"CHL","Ques_37",1,2005,1983,0,29,0,0,"OS"
"2204",2204,"CHL","Ques_37",1,2005,1986,0,29,0,0,"OS"
"2205",2205,"CHL","Ques_37",1,2005,1991,0,29,0,0,"OS"
"2206",2206,"CHL","Ques_37",1,2005,1992,0,29,0,0,"OS"
"2207",2207,"CHL","Ques_37",1,2005,1996,0,29,0,0,"OS"
"2208",2208,"CHL","Ques_37",1,2005,1998,0,29,0,0,"OS"
"2209",2209,"CHL","Ques_37",1,2005,2000,0,29,0,0,"OS"
"2210",2210,"CHL","Ques_37",1,2005,2002,0,29,0,0,"OS"
"2211",2211,"CHL","Ques_37",1,2005,2003,0,29,5,0.172413793103448,"OS"
"2212",2212,"CHL","Ques_37",1,2005,2004,0,29,5,0.172413793103448,"OS"
"2213",2213,"CHL","Ques_37",1,2005,2005,1,29,13,0.448275862068966,"OS"
"2214",2214,"CHL","Ques_37",1,2005,2006,1,29,13,0.448275862068966,"OS"
"2215",2215,"CHL","Ques_37",1,2005,2007,1,29,13,0.448275862068966,"OS"
"2216",2216,"CHL","Ques_37",1,2005,2008,1,29,13,0.448275862068966,"OS"
"2217",2217,"CHL","Ques_37",1,2005,2009,1,29,15,0.517241379310345,"OS"
"2218",2218,"CHL","Ques_37",1,2005,2010,1,29,15,0.517241379310345,"OS"
"2219",2219,"CHL","Ques_37",1,2005,2011,1,29,15,0.517241379310345,"OS"
"2220",2220,"CHL","Ques_37",1,2005,2014,1,29,15,0.517241379310345,"OS"
"2221",2221,"CHL","Ques_37",1,2005,2015,1,29,15,0.517241379310345,"OS"
"2222",2222,"CHL","Ques_37",1,2005,2016,1,29,25,0.862068965517241,"OS"
"2223",2223,"CHL","Ques_38",1,2005,1925,0,29,0,0,"OS"
"2224",2224,"CHL","Ques_38",1,2005,1965,0,29,0,0,"OS"
"2225",2225,"CHL","Ques_38",1,2005,1983,0,29,0,0,"OS"
"2226",2226,"CHL","Ques_38",1,2005,1986,0,29,0,0,"OS"
"2227",2227,"CHL","Ques_38",1,2005,1991,0,29,0,0,"OS"
"2228",2228,"CHL","Ques_38",1,2005,1992,0,29,0,0,"OS"
"2229",2229,"CHL","Ques_38",1,2005,1996,0,29,0,0,"OS"
"2230",2230,"CHL","Ques_38",1,2005,1998,0,29,0,0,"OS"
"2231",2231,"CHL","Ques_38",1,2005,2000,0,29,0,0,"OS"
"2232",2232,"CHL","Ques_38",1,2005,2002,0,29,0,0,"OS"
"2233",2233,"CHL","Ques_38",1,2005,2003,0,29,5,0.172413793103448,"OS"
"2234",2234,"CHL","Ques_38",1,2005,2004,0,29,5,0.172413793103448,"OS"
"2235",2235,"CHL","Ques_38",1,2005,2005,1,29,13,0.448275862068966,"OS"
"2236",2236,"CHL","Ques_38",1,2005,2006,1,29,13,0.448275862068966,"OS"
"2237",2237,"CHL","Ques_38",1,2005,2007,1,29,13,0.448275862068966,"OS"
"2238",2238,"CHL","Ques_38",1,2005,2008,1,29,13,0.448275862068966,"OS"
"2239",2239,"CHL","Ques_38",1,2005,2009,1,29,15,0.517241379310345,"OS"
"2240",2240,"CHL","Ques_38",1,2005,2010,1,29,15,0.517241379310345,"OS"
"2241",2241,"CHL","Ques_38",1,2005,2011,1,29,15,0.517241379310345,"OS"
"2242",2242,"CHL","Ques_38",1,2005,2014,1,29,15,0.517241379310345,"OS"
"2243",2243,"CHL","Ques_38",1,2005,2015,1,29,15,0.517241379310345,"OS"
"2244",2244,"CHL","Ques_38",1,2005,2016,1,29,25,0.862068965517241,"OS"
"2245",2245,"CHL","Ques_39",1,2016,1925,0,29,0,0,"OS"
"2246",2246,"CHL","Ques_39",1,2016,1965,0,29,0,0,"OS"
"2247",2247,"CHL","Ques_39",1,2016,1983,0,29,0,0,"OS"
"2248",2248,"CHL","Ques_39",1,2016,1986,0,29,0,0,"OS"
"2249",2249,"CHL","Ques_39",1,2016,1991,0,29,0,0,"OS"
"2250",2250,"CHL","Ques_39",1,2016,1992,0,29,0,0,"OS"
"2251",2251,"CHL","Ques_39",1,2016,1996,0,29,0,0,"OS"
"2252",2252,"CHL","Ques_39",1,2016,1998,0,29,0,0,"OS"
"2253",2253,"CHL","Ques_39",1,2016,2000,0,29,0,0,"OS"
"2254",2254,"CHL","Ques_39",1,2016,2002,0,29,0,0,"OS"
"2255",2255,"CHL","Ques_39",1,2016,2003,0,29,5,0.172413793103448,"OS"
"2256",2256,"CHL","Ques_39",1,2016,2004,0,29,5,0.172413793103448,"OS"
"2257",2257,"CHL","Ques_39",1,2016,2005,0,29,13,0.448275862068966,"OS"
"2258",2258,"CHL","Ques_39",1,2016,2006,0,29,13,0.448275862068966,"OS"
"2259",2259,"CHL","Ques_39",1,2016,2007,0,29,13,0.448275862068966,"OS"
"2260",2260,"CHL","Ques_39",1,2016,2008,0,29,13,0.448275862068966,"OS"
"2261",2261,"CHL","Ques_39",1,2016,2009,0,29,15,0.517241379310345,"OS"
"2262",2262,"CHL","Ques_39",1,2016,2010,0,29,15,0.517241379310345,"OS"
"2263",2263,"CHL","Ques_39",1,2016,2011,0,29,15,0.517241379310345,"OS"
"2264",2264,"CHL","Ques_39",1,2016,2014,0,29,15,0.517241379310345,"OS"
"2265",2265,"CHL","Ques_39",1,2016,2015,0,29,15,0.517241379310345,"OS"
"2266",2266,"CHL","Ques_39",1,2016,2016,1,29,25,0.862068965517241,"OS"
"2267",2267,"CHL","Ques_4",1,2016,1925,0,29,0,0,"PI"
"2268",2268,"CHL","Ques_4",1,2016,1965,0,29,0,0,"PI"
"2269",2269,"CHL","Ques_4",1,2016,1983,0,29,0,0,"PI"
"2270",2270,"CHL","Ques_4",1,2016,1986,0,29,0,0,"PI"
"2271",2271,"CHL","Ques_4",1,2016,1991,0,29,0,0,"PI"
"2272",2272,"CHL","Ques_4",1,2016,1992,0,29,0,0,"PI"
"2273",2273,"CHL","Ques_4",1,2016,1996,0,29,0,0,"PI"
"2274",2274,"CHL","Ques_4",1,2016,1998,0,29,0,0,"PI"
"2275",2275,"CHL","Ques_4",1,2016,2000,0,29,0,0,"PI"
"2276",2276,"CHL","Ques_4",1,2016,2002,0,29,0,0,"PI"
"2277",2277,"CHL","Ques_4",1,2016,2003,0,29,5,0.172413793103448,"PI"
"2278",2278,"CHL","Ques_4",1,2016,2004,0,29,5,0.172413793103448,"PI"
"2279",2279,"CHL","Ques_4",1,2016,2005,0,29,13,0.448275862068966,"PI"
"2280",2280,"CHL","Ques_4",1,2016,2006,0,29,13,0.448275862068966,"PI"
"2281",2281,"CHL","Ques_4",1,2016,2007,0,29,13,0.448275862068966,"PI"
"2282",2282,"CHL","Ques_4",1,2016,2008,0,29,13,0.448275862068966,"PI"
"2283",2283,"CHL","Ques_4",1,2016,2009,0,29,15,0.517241379310345,"PI"
"2284",2284,"CHL","Ques_4",1,2016,2010,0,29,15,0.517241379310345,"PI"
"2285",2285,"CHL","Ques_4",1,2016,2011,0,29,15,0.517241379310345,"PI"
"2286",2286,"CHL","Ques_4",1,2016,2014,0,29,15,0.517241379310345,"PI"
"2287",2287,"CHL","Ques_4",1,2016,2015,0,29,15,0.517241379310345,"PI"
"2288",2288,"CHL","Ques_4",1,2016,2016,1,29,25,0.862068965517241,"PI"
"2289",2289,"CHL","Ques_41",1,2005,1925,0,29,0,0,"OS"
"2290",2290,"CHL","Ques_41",1,2005,1965,0,29,0,0,"OS"
"2291",2291,"CHL","Ques_41",1,2005,1983,0,29,0,0,"OS"
"2292",2292,"CHL","Ques_41",1,2005,1986,0,29,0,0,"OS"
"2293",2293,"CHL","Ques_41",1,2005,1991,0,29,0,0,"OS"
"2294",2294,"CHL","Ques_41",1,2005,1992,0,29,0,0,"OS"
"2295",2295,"CHL","Ques_41",1,2005,1996,0,29,0,0,"OS"
"2296",2296,"CHL","Ques_41",1,2005,1998,0,29,0,0,"OS"
"2297",2297,"CHL","Ques_41",1,2005,2000,0,29,0,0,"OS"
"2298",2298,"CHL","Ques_41",1,2005,2002,0,29,0,0,"OS"
"2299",2299,"CHL","Ques_41",1,2005,2003,0,29,5,0.172413793103448,"OS"
"2300",2300,"CHL","Ques_41",1,2005,2004,0,29,5,0.172413793103448,"OS"
"2301",2301,"CHL","Ques_41",1,2005,2005,1,29,13,0.448275862068966,"OS"
"2302",2302,"CHL","Ques_41",1,2005,2006,1,29,13,0.448275862068966,"OS"
"2303",2303,"CHL","Ques_41",1,2005,2007,1,29,13,0.448275862068966,"OS"
"2304",2304,"CHL","Ques_41",1,2005,2008,1,29,13,0.448275862068966,"OS"
"2305",2305,"CHL","Ques_41",1,2005,2009,1,29,15,0.517241379310345,"OS"
"2306",2306,"CHL","Ques_41",1,2005,2010,1,29,15,0.517241379310345,"OS"
"2307",2307,"CHL","Ques_41",1,2005,2011,1,29,15,0.517241379310345,"OS"
"2308",2308,"CHL","Ques_41",1,2005,2014,1,29,15,0.517241379310345,"OS"
"2309",2309,"CHL","Ques_41",1,2005,2015,1,29,15,0.517241379310345,"OS"
"2310",2310,"CHL","Ques_41",1,2005,2016,1,29,25,0.862068965517241,"OS"
"2311",2311,"CHL","Ques_43",1,2003,1925,0,29,0,0,"OS"
"2312",2312,"CHL","Ques_43",1,2003,1965,0,29,0,0,"OS"
"2313",2313,"CHL","Ques_43",1,2003,1983,0,29,0,0,"OS"
"2314",2314,"CHL","Ques_43",1,2003,1986,0,29,0,0,"OS"
"2315",2315,"CHL","Ques_43",1,2003,1991,0,29,0,0,"OS"
"2316",2316,"CHL","Ques_43",1,2003,1992,0,29,0,0,"OS"
"2317",2317,"CHL","Ques_43",1,2003,1996,0,29,0,0,"OS"
"2318",2318,"CHL","Ques_43",1,2003,1998,0,29,0,0,"OS"
"2319",2319,"CHL","Ques_43",1,2003,2000,0,29,0,0,"OS"
"2320",2320,"CHL","Ques_43",1,2003,2002,0,29,0,0,"OS"
"2321",2321,"CHL","Ques_43",1,2003,2003,1,29,5,0.172413793103448,"OS"
"2322",2322,"CHL","Ques_43",1,2003,2004,1,29,5,0.172413793103448,"OS"
"2323",2323,"CHL","Ques_43",1,2003,2005,1,29,13,0.448275862068966,"OS"
"2324",2324,"CHL","Ques_43",1,2003,2006,1,29,13,0.448275862068966,"OS"
"2325",2325,"CHL","Ques_43",1,2003,2007,1,29,13,0.448275862068966,"OS"
"2326",2326,"CHL","Ques_43",1,2003,2008,1,29,13,0.448275862068966,"OS"
"2327",2327,"CHL","Ques_43",1,2003,2009,1,29,15,0.517241379310345,"OS"
"2328",2328,"CHL","Ques_43",1,2003,2010,1,29,15,0.517241379310345,"OS"
"2329",2329,"CHL","Ques_43",1,2003,2011,1,29,15,0.517241379310345,"OS"
"2330",2330,"CHL","Ques_43",1,2003,2014,1,29,15,0.517241379310345,"OS"
"2331",2331,"CHL","Ques_43",1,2003,2015,1,29,15,0.517241379310345,"OS"
"2332",2332,"CHL","Ques_43",1,2003,2016,1,29,25,0.862068965517241,"OS"
"2333",2333,"CHL","Ques_5",1,2016,1925,0,29,0,0,"PI"
"2334",2334,"CHL","Ques_5",1,2016,1965,0,29,0,0,"PI"
"2335",2335,"CHL","Ques_5",1,2016,1983,0,29,0,0,"PI"
"2336",2336,"CHL","Ques_5",1,2016,1986,0,29,0,0,"PI"
"2337",2337,"CHL","Ques_5",1,2016,1991,0,29,0,0,"PI"
"2338",2338,"CHL","Ques_5",1,2016,1992,0,29,0,0,"PI"
"2339",2339,"CHL","Ques_5",1,2016,1996,0,29,0,0,"PI"
"2340",2340,"CHL","Ques_5",1,2016,1998,0,29,0,0,"PI"
"2341",2341,"CHL","Ques_5",1,2016,2000,0,29,0,0,"PI"
"2342",2342,"CHL","Ques_5",1,2016,2002,0,29,0,0,"PI"
"2343",2343,"CHL","Ques_5",1,2016,2003,0,29,5,0.172413793103448,"PI"
"2344",2344,"CHL","Ques_5",1,2016,2004,0,29,5,0.172413793103448,"PI"
"2345",2345,"CHL","Ques_5",1,2016,2005,0,29,13,0.448275862068966,"PI"
"2346",2346,"CHL","Ques_5",1,2016,2006,0,29,13,0.448275862068966,"PI"
"2347",2347,"CHL","Ques_5",1,2016,2007,0,29,13,0.448275862068966,"PI"
"2348",2348,"CHL","Ques_5",1,2016,2008,0,29,13,0.448275862068966,"PI"
"2349",2349,"CHL","Ques_5",1,2016,2009,0,29,15,0.517241379310345,"PI"
"2350",2350,"CHL","Ques_5",1,2016,2010,0,29,15,0.517241379310345,"PI"
"2351",2351,"CHL","Ques_5",1,2016,2011,0,29,15,0.517241379310345,"PI"
"2352",2352,"CHL","Ques_5",1,2016,2014,0,29,15,0.517241379310345,"PI"
"2353",2353,"CHL","Ques_5",1,2016,2015,0,29,15,0.517241379310345,"PI"
"2354",2354,"CHL","Ques_5",1,2016,2016,1,29,25,0.862068965517241,"PI"
"2355",2355,"CHL","Ques_6",1,2016,1925,0,29,0,0,"PI"
"2356",2356,"CHL","Ques_6",1,2016,1965,0,29,0,0,"PI"
"2357",2357,"CHL","Ques_6",1,2016,1983,0,29,0,0,"PI"
"2358",2358,"CHL","Ques_6",1,2016,1986,0,29,0,0,"PI"
"2359",2359,"CHL","Ques_6",1,2016,1991,0,29,0,0,"PI"
"2360",2360,"CHL","Ques_6",1,2016,1992,0,29,0,0,"PI"
"2361",2361,"CHL","Ques_6",1,2016,1996,0,29,0,0,"PI"
"2362",2362,"CHL","Ques_6",1,2016,1998,0,29,0,0,"PI"
"2363",2363,"CHL","Ques_6",1,2016,2000,0,29,0,0,"PI"
"2364",2364,"CHL","Ques_6",1,2016,2002,0,29,0,0,"PI"
"2365",2365,"CHL","Ques_6",1,2016,2003,0,29,5,0.172413793103448,"PI"
"2366",2366,"CHL","Ques_6",1,2016,2004,0,29,5,0.172413793103448,"PI"
"2367",2367,"CHL","Ques_6",1,2016,2005,0,29,13,0.448275862068966,"PI"
"2368",2368,"CHL","Ques_6",1,2016,2006,0,29,13,0.448275862068966,"PI"
"2369",2369,"CHL","Ques_6",1,2016,2007,0,29,13,0.448275862068966,"PI"
"2370",2370,"CHL","Ques_6",1,2016,2008,0,29,13,0.448275862068966,"PI"
"2371",2371,"CHL","Ques_6",1,2016,2009,0,29,15,0.517241379310345,"PI"
"2372",2372,"CHL","Ques_6",1,2016,2010,0,29,15,0.517241379310345,"PI"
"2373",2373,"CHL","Ques_6",1,2016,2011,0,29,15,0.517241379310345,"PI"
"2374",2374,"CHL","Ques_6",1,2016,2014,0,29,15,0.517241379310345,"PI"
"2375",2375,"CHL","Ques_6",1,2016,2015,0,29,15,0.517241379310345,"PI"
"2376",2376,"CHL","Ques_6",1,2016,2016,1,29,25,0.862068965517241,"PI"
"2377",2377,"CHL","Ques_7",1,2005,1925,0,29,0,0,"PI"
"2378",2378,"CHL","Ques_7",1,2005,1965,0,29,0,0,"PI"
"2379",2379,"CHL","Ques_7",1,2005,1983,0,29,0,0,"PI"
"2380",2380,"CHL","Ques_7",1,2005,1986,0,29,0,0,"PI"
"2381",2381,"CHL","Ques_7",1,2005,1991,0,29,0,0,"PI"
"2382",2382,"CHL","Ques_7",1,2005,1992,0,29,0,0,"PI"
"2383",2383,"CHL","Ques_7",1,2005,1996,0,29,0,0,"PI"
"2384",2384,"CHL","Ques_7",1,2005,1998,0,29,0,0,"PI"
"2385",2385,"CHL","Ques_7",1,2005,2000,0,29,0,0,"PI"
"2386",2386,"CHL","Ques_7",1,2005,2002,0,29,0,0,"PI"
"2387",2387,"CHL","Ques_7",1,2005,2003,0,29,5,0.172413793103448,"PI"
"2388",2388,"CHL","Ques_7",1,2005,2004,0,29,5,0.172413793103448,"PI"
"2389",2389,"CHL","Ques_7",1,2005,2005,1,29,13,0.448275862068966,"PI"
"2390",2390,"CHL","Ques_7",1,2005,2006,1,29,13,0.448275862068966,"PI"
"2391",2391,"CHL","Ques_7",1,2005,2007,1,29,13,0.448275862068966,"PI"
"2392",2392,"CHL","Ques_7",1,2005,2008,1,29,13,0.448275862068966,"PI"
"2393",2393,"CHL","Ques_7",1,2005,2009,1,29,15,0.517241379310345,"PI"
"2394",2394,"CHL","Ques_7",1,2005,2010,1,29,15,0.517241379310345,"PI"
"2395",2395,"CHL","Ques_7",1,2005,2011,1,29,15,0.517241379310345,"PI"
"2396",2396,"CHL","Ques_7",1,2005,2014,1,29,15,0.517241379310345,"PI"
"2397",2397,"CHL","Ques_7",1,2005,2015,1,29,15,0.517241379310345,"PI"
"2398",2398,"CHL","Ques_7",1,2005,2016,1,29,25,0.862068965517241,"PI"
"2399",2399,"CHL","Ques_8",1,2005,1925,0,29,0,0,"PI"
"2400",2400,"CHL","Ques_8",1,2005,1965,0,29,0,0,"PI"
"2401",2401,"CHL","Ques_8",1,2005,1983,0,29,0,0,"PI"
"2402",2402,"CHL","Ques_8",1,2005,1986,0,29,0,0,"PI"
"2403",2403,"CHL","Ques_8",1,2005,1991,0,29,0,0,"PI"
"2404",2404,"CHL","Ques_8",1,2005,1992,0,29,0,0,"PI"
"2405",2405,"CHL","Ques_8",1,2005,1996,0,29,0,0,"PI"
"2406",2406,"CHL","Ques_8",1,2005,1998,0,29,0,0,"PI"
"2407",2407,"CHL","Ques_8",1,2005,2000,0,29,0,0,"PI"
"2408",2408,"CHL","Ques_8",1,2005,2002,0,29,0,0,"PI"
"2409",2409,"CHL","Ques_8",1,2005,2003,0,29,5,0.172413793103448,"PI"
"2410",2410,"CHL","Ques_8",1,2005,2004,0,29,5,0.172413793103448,"PI"
"2411",2411,"CHL","Ques_8",1,2005,2005,1,29,13,0.448275862068966,"PI"
"2412",2412,"CHL","Ques_8",1,2005,2006,1,29,13,0.448275862068966,"PI"
"2413",2413,"CHL","Ques_8",1,2005,2007,1,29,13,0.448275862068966,"PI"
"2414",2414,"CHL","Ques_8",1,2005,2008,1,29,13,0.448275862068966,"PI"
"2415",2415,"CHL","Ques_8",1,2005,2009,1,29,15,0.517241379310345,"PI"
"2416",2416,"CHL","Ques_8",1,2005,2010,1,29,15,0.517241379310345,"PI"
"2417",2417,"CHL","Ques_8",1,2005,2011,1,29,15,0.517241379310345,"PI"
"2418",2418,"CHL","Ques_8",1,2005,2014,1,29,15,0.517241379310345,"PI"
"2419",2419,"CHL","Ques_8",1,2005,2015,1,29,15,0.517241379310345,"PI"
"2420",2420,"CHL","Ques_8",1,2005,2016,1,29,25,0.862068965517241,"PI"
"2421",2421,"CHL","Ques_9",0,2016,1925,0,29,0,0,"PI"
"2422",2422,"CHL","Ques_9",0,2016,1965,0,29,0,0,"PI"
"2423",2423,"CHL","Ques_9",0,2016,1983,0,29,0,0,"PI"
"2424",2424,"CHL","Ques_9",0,2016,1986,0,29,0,0,"PI"
"2425",2425,"CHL","Ques_9",0,2016,1991,0,29,0,0,"PI"
"2426",2426,"CHL","Ques_9",0,2016,1992,0,29,0,0,"PI"
"2427",2427,"CHL","Ques_9",0,2016,1996,0,29,0,0,"PI"
"2428",2428,"CHL","Ques_9",0,2016,1998,0,29,0,0,"PI"
"2429",2429,"CHL","Ques_9",0,2016,2000,0,29,0,0,"PI"
"2430",2430,"CHL","Ques_9",0,2016,2002,0,29,0,0,"PI"
"2431",2431,"CHL","Ques_9",0,2016,2003,0,29,5,0.172413793103448,"PI"
"2432",2432,"CHL","Ques_9",0,2016,2004,0,29,5,0.172413793103448,"PI"
"2433",2433,"CHL","Ques_9",0,2016,2005,0,29,13,0.448275862068966,"PI"
"2434",2434,"CHL","Ques_9",0,2016,2006,0,29,13,0.448275862068966,"PI"
"2435",2435,"CHL","Ques_9",0,2016,2007,0,29,13,0.448275862068966,"PI"
"2436",2436,"CHL","Ques_9",0,2016,2008,0,29,13,0.448275862068966,"PI"
"2437",2437,"CHL","Ques_9",0,2016,2009,0,29,15,0.517241379310345,"PI"
"2438",2438,"CHL","Ques_9",0,2016,2010,0,29,15,0.517241379310345,"PI"
"2439",2439,"CHL","Ques_9",0,2016,2011,0,29,15,0.517241379310345,"PI"
"2440",2440,"CHL","Ques_9",0,2016,2014,0,29,15,0.517241379310345,"PI"
"2441",2441,"CHL","Ques_9",0,2016,2015,0,29,15,0.517241379310345,"PI"
"2442",2442,"CHL","Ques_9",0,2016,2016,0,29,25,0.862068965517241,"PI"
"2443",2443,"COL","Ques_1",1,2009,1925,0,28,0,0,"PI"
"2444",2444,"COL","Ques_1",1,2009,1965,0,28,0,0,"PI"
"2445",2445,"COL","Ques_1",1,2009,1983,0,28,0,0,"PI"
"2446",2446,"COL","Ques_1",1,2009,1986,0,28,0,0,"PI"
"2447",2447,"COL","Ques_1",1,2009,1991,0,28,0,0,"PI"
"2448",2448,"COL","Ques_1",1,2009,1992,0,28,0,0,"PI"
"2449",2449,"COL","Ques_1",1,2009,1996,0,28,0,0,"PI"
"2450",2450,"COL","Ques_1",1,2009,1998,0,28,0,0,"PI"
"2451",2451,"COL","Ques_1",1,2009,2000,0,28,0,0,"PI"
"2452",2452,"COL","Ques_1",1,2009,2002,0,28,0,0,"PI"
"2453",2453,"COL","Ques_1",1,2009,2003,0,28,0,0,"PI"
"2454",2454,"COL","Ques_1",1,2009,2004,0,28,0,0,"PI"
"2455",2455,"COL","Ques_1",1,2009,2005,0,28,1,0.0357142857142857,"PI"
"2456",2456,"COL","Ques_1",1,2009,2006,0,28,1,0.0357142857142857,"PI"
"2457",2457,"COL","Ques_1",1,2009,2007,0,28,2,0.0714285714285714,"PI"
"2458",2458,"COL","Ques_1",1,2009,2008,0,28,2,0.0714285714285714,"PI"
"2459",2459,"COL","Ques_1",1,2009,2009,1,28,7,0.25,"PI"
"2460",2460,"COL","Ques_1",1,2009,2010,1,28,7,0.25,"PI"
"2461",2461,"COL","Ques_1",1,2009,2011,1,28,24,0.857142857142857,"PI"
"2462",2462,"COL","Ques_1",1,2009,2014,1,28,24,0.857142857142857,"PI"
