"","X","iso3c","question","yes_no","year_enforcement","year_panel","pfri_level","n_question","n_enforced","pfri_pct","pfr_subindex","n_question_sub","n_enforced_sub","pfri_pct_sub"
"8297",8297,"SLV","Ques_13",0,2011,1983,0,26,0,0,"PI",13,0,0
"8298",8298,"SLV","Ques_13",0,2011,1986,0,26,0,0,"PI",13,0,0
"8299",8299,"SLV","Ques_13",0,2011,1991,0,26,1,0.0384615384615385,"PI",13,0,0
"8300",8300,"SLV","Ques_13",0,2011,1992,0,26,1,0.0384615384615385,"PI",13,0,0
"8301",8301,"SLV","Ques_13",0,2011,1996,0,26,2,0.0769230769230769,"PI",13,0,0
"8302",8302,"SLV","Ques_13",0,2011,1998,0,26,2,0.0769230769230769,"PI",13,0,0
"8303",8303,"SLV","Ques_13",0,2011,2000,0,26,2,0.0769230769230769,"PI",13,0,0
"8304",8304,"SLV","Ques_13",0,2011,2002,0,26,2,0.0769230769230769,"PI",13,0,0
"8305",8305,"SLV","Ques_13",0,2011,2003,0,26,2,0.0769230769230769,"PI",13,0,0
"8306",8306,"SLV","Ques_13",0,2011,2004,0,26,2,0.0769230769230769,"PI",13,0,0
"8307",8307,"SLV","Ques_13",0,2011,2005,0,26,2,0.0769230769230769,"PI",13,0,0
"8308",8308,"SLV","Ques_13",0,2011,2006,0,26,2,0.0769230769230769,"PI",13,0,0
"8309",8309,"SLV","Ques_13",0,2011,2007,0,26,2,0.0769230769230769,"PI",13,0,0
"8310",8310,"SLV","Ques_13",0,2011,2008,0,26,2,0.0769230769230769,"PI",13,0,0
"8311",8311,"SLV","Ques_13",0,2011,2009,0,26,4,0.153846153846154,"PI",13,0,0
"8312",8312,"SLV","Ques_13",0,2011,2010,0,26,4,0.153846153846154,"PI",13,0,0
"8313",8313,"SLV","Ques_13",0,2011,2011,0,26,4,0.153846153846154,"PI",13,0,0
"8314",8314,"SLV","Ques_13",0,2011,2014,0,26,4,0.153846153846154,"PI",13,0,0
"8315",8315,"SLV","Ques_13",0,2011,2015,0,26,4,0.153846153846154,"PI",13,0,0
"8316",8316,"SLV","Ques_13",0,2011,2016,0,26,4,0.153846153846154,"PI",13,0,0
"8317",8317,"SLV","Ques_15",0,2011,1925,0,26,0,0,"PI",13,0,0
"8318",8318,"SLV","Ques_15",0,2011,1965,0,26,0,0,"PI",13,0,0
"8319",8319,"SLV","Ques_15",0,2011,1983,0,26,0,0,"PI",13,0,0
"8320",8320,"SLV","Ques_15",0,2011,1986,0,26,0,0,"PI",13,0,0
"8321",8321,"SLV","Ques_15",0,2011,1991,0,26,1,0.0384615384615385,"PI",13,0,0
"8322",8322,"SLV","Ques_15",0,2011,1992,0,26,1,0.0384615384615385,"PI",13,0,0
"8323",8323,"SLV","Ques_15",0,2011,1996,0,26,2,0.0769230769230769,"PI",13,0,0
"8324",8324,"SLV","Ques_15",0,2011,1998,0,26,2,0.0769230769230769,"PI",13,0,0
"8325",8325,"SLV","Ques_15",0,2011,2000,0,26,2,0.0769230769230769,"PI",13,0,0
"8326",8326,"SLV","Ques_15",0,2011,2002,0,26,2,0.0769230769230769,"PI",13,0,0
"8327",8327,"SLV","Ques_15",0,2011,2003,0,26,2,0.0769230769230769,"PI",13,0,0
"8328",8328,"SLV","Ques_15",0,2011,2004,0,26,2,0.0769230769230769,"PI",13,0,0
"8329",8329,"SLV","Ques_15",0,2011,2005,0,26,2,0.0769230769230769,"PI",13,0,0
"8330",8330,"SLV","Ques_15",0,2011,2006,0,26,2,0.0769230769230769,"PI",13,0,0
"8331",8331,"SLV","Ques_15",0,2011,2007,0,26,2,0.0769230769230769,"PI",13,0,0
"8332",8332,"SLV","Ques_15",0,2011,2008,0,26,2,0.0769230769230769,"PI",13,0,0
"8333",8333,"SLV","Ques_15",0,2011,2009,0,26,4,0.153846153846154,"PI",13,0,0
"8334",8334,"SLV","Ques_15",0,2011,2010,0,26,4,0.153846153846154,"PI",13,0,0
"8335",8335,"SLV","Ques_15",0,2011,2011,0,26,4,0.153846153846154,"PI",13,0,0
"8336",8336,"SLV","Ques_15",0,2011,2014,0,26,4,0.153846153846154,"PI",13,0,0
"8337",8337,"SLV","Ques_15",0,2011,2015,0,26,4,0.153846153846154,"PI",13,0,0
"8338",8338,"SLV","Ques_15",0,2011,2016,0,26,4,0.153846153846154,"PI",13,0,0
"8339",8339,"SLV","Ques_17",0,2011,1925,0,26,0,0,"PI",13,0,0
"8340",8340,"SLV","Ques_17",0,2011,1965,0,26,0,0,"PI",13,0,0
"8341",8341,"SLV","Ques_17",0,2011,1983,0,26,0,0,"PI",13,0,0
"8342",8342,"SLV","Ques_17",0,2011,1986,0,26,0,0,"PI",13,0,0
"8343",8343,"SLV","Ques_17",0,2011,1991,0,26,1,0.0384615384615385,"PI",13,0,0
"8344",8344,"SLV","Ques_17",0,2011,1992,0,26,1,0.0384615384615385,"PI",13,0,0
"8345",8345,"SLV","Ques_17",0,2011,1996,0,26,2,0.0769230769230769,"PI",13,0,0
"8346",8346,"SLV","Ques_17",0,2011,1998,0,26,2,0.0769230769230769,"PI",13,0,0
"8347",8347,"SLV","Ques_17",0,2011,2000,0,26,2,0.0769230769230769,"PI",13,0,0
"8348",8348,"SLV","Ques_17",0,2011,2002,0,26,2,0.0769230769230769,"PI",13,0,0
"8349",8349,"SLV","Ques_17",0,2011,2003,0,26,2,0.0769230769230769,"PI",13,0,0
"8350",8350,"SLV","Ques_17",0,2011,2004,0,26,2,0.0769230769230769,"PI",13,0,0
"8351",8351,"SLV","Ques_17",0,2011,2005,0,26,2,0.0769230769230769,"PI",13,0,0
"8352",8352,"SLV","Ques_17",0,2011,2006,0,26,2,0.0769230769230769,"PI",13,0,0
"8353",8353,"SLV","Ques_17",0,2011,2007,0,26,2,0.0769230769230769,"PI",13,0,0
"8354",8354,"SLV","Ques_17",0,2011,2008,0,26,2,0.0769230769230769,"PI",13,0,0
"8355",8355,"SLV","Ques_17",0,2011,2009,0,26,4,0.153846153846154,"PI",13,0,0
"8356",8356,"SLV","Ques_17",0,2011,2010,0,26,4,0.153846153846154,"PI",13,0,0
"8357",8357,"SLV","Ques_17",0,2011,2011,0,26,4,0.153846153846154,"PI",13,0,0
"8358",8358,"SLV","Ques_17",0,2011,2014,0,26,4,0.153846153846154,"PI",13,0,0
"8359",8359,"SLV","Ques_17",0,2011,2015,0,26,4,0.153846153846154,"PI",13,0,0
"8360",8360,"SLV","Ques_17",0,2011,2016,0,26,4,0.153846153846154,"PI",13,0,0
"8361",8361,"SLV","Ques_19",0,2009,1925,0,26,0,0,"PF",3,0,0
"8362",8362,"SLV","Ques_19",0,2009,1965,0,26,0,0,"PF",3,0,0
"8363",8363,"SLV","Ques_19",0,2009,1983,0,26,0,0,"PF",3,0,0
"8364",8364,"SLV","Ques_19",0,2009,1986,0,26,0,0,"PF",3,0,0
"8365",8365,"SLV","Ques_19",0,2009,1991,0,26,1,0.0384615384615385,"PF",3,1,0.333333333333333
"8366",8366,"SLV","Ques_19",0,2009,1992,0,26,1,0.0384615384615385,"PF",3,1,0.333333333333333
"8367",8367,"SLV","Ques_19",0,2009,1996,0,26,2,0.0769230769230769,"PF",3,2,0.666666666666667
"8368",8368,"SLV","Ques_19",0,2009,1998,0,26,2,0.0769230769230769,"PF",3,2,0.666666666666667
"8369",8369,"SLV","Ques_19",0,2009,2000,0,26,2,0.0769230769230769,"PF",3,2,0.666666666666667
"8370",8370,"SLV","Ques_19",0,2009,2002,0,26,2,0.0769230769230769,"PF",3,2,0.666666666666667
"8371",8371,"SLV","Ques_19",0,2009,2003,0,26,2,0.0769230769230769,"PF",3,2,0.666666666666667
"8372",8372,"SLV","Ques_19",0,2009,2004,0,26,2,0.0769230769230769,"PF",3,2,0.666666666666667
"8373",8373,"SLV","Ques_19",0,2009,2005,0,26,2,0.0769230769230769,"PF",3,2,0.666666666666667
"8374",8374,"SLV","Ques_19",0,2009,2006,0,26,2,0.0769230769230769,"PF",3,2,0.666666666666667
"8375",8375,"SLV","Ques_19",0,2009,2007,0,26,2,0.0769230769230769,"PF",3,2,0.666666666666667
"8376",8376,"SLV","Ques_19",0,2009,2008,0,26,2,0.0769230769230769,"PF",3,2,0.666666666666667
"8377",8377,"SLV","Ques_19",0,2009,2009,0,26,4,0.153846153846154,"PF",3,2,0.666666666666667
"8378",8378,"SLV","Ques_19",0,2009,2010,0,26,4,0.153846153846154,"PF",3,2,0.666666666666667
"8379",8379,"SLV","Ques_19",0,2009,2011,0,26,4,0.153846153846154,"PF",3,2,0.666666666666667
"8380",8380,"SLV","Ques_19",0,2009,2014,0,26,4,0.153846153846154,"PF",3,2,0.666666666666667
"8381",8381,"SLV","Ques_19",0,2009,2015,0,26,4,0.153846153846154,"PF",3,2,0.666666666666667
"8382",8382,"SLV","Ques_19",0,2009,2016,0,26,4,0.153846153846154,"PF",3,2,0.666666666666667
"8383",8383,"SLV","Ques_2",0,2011,1925,0,26,0,0,"PI",13,0,0
"8384",8384,"SLV","Ques_2",0,2011,1965,0,26,0,0,"PI",13,0,0
"8385",8385,"SLV","Ques_2",0,2011,1983,0,26,0,0,"PI",13,0,0
"8386",8386,"SLV","Ques_2",0,2011,1986,0,26,0,0,"PI",13,0,0
"8387",8387,"SLV","Ques_2",0,2011,1991,0,26,1,0.0384615384615385,"PI",13,0,0
"8388",8388,"SLV","Ques_2",0,2011,1992,0,26,1,0.0384615384615385,"PI",13,0,0
"8389",8389,"SLV","Ques_2",0,2011,1996,0,26,2,0.0769230769230769,"PI",13,0,0
"8390",8390,"SLV","Ques_2",0,2011,1998,0,26,2,0.0769230769230769,"PI",13,0,0
"8391",8391,"SLV","Ques_2",0,2011,2000,0,26,2,0.0769230769230769,"PI",13,0,0
"8392",8392,"SLV","Ques_2",0,2011,2002,0,26,2,0.0769230769230769,"PI",13,0,0
"8393",8393,"SLV","Ques_2",0,2011,2003,0,26,2,0.0769230769230769,"PI",13,0,0
"8394",8394,"SLV","Ques_2",0,2011,2004,0,26,2,0.0769230769230769,"PI",13,0,0
"8395",8395,"SLV","Ques_2",0,2011,2005,0,26,2,0.0769230769230769,"PI",13,0,0
"8396",8396,"SLV","Ques_2",0,2011,2006,0,26,2,0.0769230769230769,"PI",13,0,0
"8397",8397,"SLV","Ques_2",0,2011,2007,0,26,2,0.0769230769230769,"PI",13,0,0
"8398",8398,"SLV","Ques_2",0,2011,2008,0,26,2,0.0769230769230769,"PI",13,0,0
"8399",8399,"SLV","Ques_2",0,2011,2009,0,26,4,0.153846153846154,"PI",13,0,0
"8400",8400,"SLV","Ques_2",0,2011,2010,0,26,4,0.153846153846154,"PI",13,0,0
"8401",8401,"SLV","Ques_2",0,2011,2011,0,26,4,0.153846153846154,"PI",13,0,0
"8402",8402,"SLV","Ques_2",0,2011,2014,0,26,4,0.153846153846154,"PI",13,0,0
"8403",8403,"SLV","Ques_2",0,2011,2015,0,26,4,0.153846153846154,"PI",13,0,0
"8404",8404,"SLV","Ques_2",0,2011,2016,0,26,4,0.153846153846154,"PI",13,0,0
"8405",8405,"SLV","Ques_25",1,1996,1925,0,26,0,0,"PF",3,0,0
"8406",8406,"SLV","Ques_25",1,1996,1965,0,26,0,0,"PF",3,0,0
"8407",8407,"SLV","Ques_25",1,1996,1983,0,26,0,0,"PF",3,0,0
"8408",8408,"SLV","Ques_25",1,1996,1986,0,26,0,0,"PF",3,0,0
"8409",8409,"SLV","Ques_25",1,1996,1991,0,26,1,0.0384615384615385,"PF",3,1,0.333333333333333
"8410",8410,"SLV","Ques_25",1,1996,1992,0,26,1,0.0384615384615385,"PF",3,1,0.333333333333333
"8411",8411,"SLV","Ques_25",1,1996,1996,1,26,2,0.0769230769230769,"PF",3,2,0.666666666666667
"8412",8412,"SLV","Ques_25",1,1996,1998,1,26,2,0.0769230769230769,"PF",3,2,0.666666666666667
"8413",8413,"SLV","Ques_25",1,1996,2000,1,26,2,0.0769230769230769,"PF",3,2,0.666666666666667
"8414",8414,"SLV","Ques_25",1,1996,2002,1,26,2,0.0769230769230769,"PF",3,2,0.666666666666667
"8415",8415,"SLV","Ques_25",1,1996,2003,1,26,2,0.0769230769230769,"PF",3,2,0.666666666666667
"8416",8416,"SLV","Ques_25",1,1996,2004,1,26,2,0.0769230769230769,"PF",3,2,0.666666666666667
"8417",8417,"SLV","Ques_25",1,1996,2005,1,26,2,0.0769230769230769,"PF",3,2,0.666666666666667
"8418",8418,"SLV","Ques_25",1,1996,2006,1,26,2,0.0769230769230769,"PF",3,2,0.666666666666667
"8419",8419,"SLV","Ques_25",1,1996,2007,1,26,2,0.0769230769230769,"PF",3,2,0.666666666666667
"8420",8420,"SLV","Ques_25",1,1996,2008,1,26,2,0.0769230769230769,"PF",3,2,0.666666666666667
"8421",8421,"SLV","Ques_25",1,1996,2009,1,26,4,0.153846153846154,"PF",3,2,0.666666666666667
"8422",8422,"SLV","Ques_25",1,1996,2010,1,26,4,0.153846153846154,"PF",3,2,0.666666666666667
"8423",8423,"SLV","Ques_25",1,1996,2011,1,26,4,0.153846153846154,"PF",3,2,0.666666666666667
"8424",8424,"SLV","Ques_25",1,1996,2014,1,26,4,0.153846153846154,"PF",3,2,0.666666666666667
"8425",8425,"SLV","Ques_25",1,1996,2015,1,26,4,0.153846153846154,"PF",3,2,0.666666666666667
"8426",8426,"SLV","Ques_25",1,1996,2016,1,26,4,0.153846153846154,"PF",3,2,0.666666666666667
"8427",8427,"SLV","Ques_26",1,1991,1925,0,26,0,0,"PF",3,0,0
"8428",8428,"SLV","Ques_26",1,1991,1965,0,26,0,0,"PF",3,0,0
"8429",8429,"SLV","Ques_26",1,1991,1983,0,26,0,0,"PF",3,0,0
"8430",8430,"SLV","Ques_26",1,1991,1986,0,26,0,0,"PF",3,0,0
"8431",8431,"SLV","Ques_26",1,1991,1991,1,26,1,0.0384615384615385,"PF",3,1,0.333333333333333
"8432",8432,"SLV","Ques_26",1,1991,1992,1,26,1,0.0384615384615385,"PF",3,1,0.333333333333333
"8433",8433,"SLV","Ques_26",1,1991,1996,1,26,2,0.0769230769230769,"PF",3,2,0.666666666666667
"8434",8434,"SLV","Ques_26",1,1991,1998,1,26,2,0.0769230769230769,"PF",3,2,0.666666666666667
"8435",8435,"SLV","Ques_26",1,1991,2000,1,26,2,0.0769230769230769,"PF",3,2,0.666666666666667
"8436",8436,"SLV","Ques_26",1,1991,2002,1,26,2,0.0769230769230769,"PF",3,2,0.666666666666667
"8437",8437,"SLV","Ques_26",1,1991,2003,1,26,2,0.0769230769230769,"PF",3,2,0.666666666666667
"8438",8438,"SLV","Ques_26",1,1991,2004,1,26,2,0.0769230769230769,"PF",3,2,0.666666666666667
"8439",8439,"SLV","Ques_26",1,1991,2005,1,26,2,0.0769230769230769,"PF",3,2,0.666666666666667
"8440",8440,"SLV","Ques_26",1,1991,2006,1,26,2,0.0769230769230769,"PF",3,2,0.666666666666667
"8441",8441,"SLV","Ques_26",1,1991,2007,1,26,2,0.0769230769230769,"PF",3,2,0.666666666666667
"8442",8442,"SLV","Ques_26",1,1991,2008,1,26,2,0.0769230769230769,"PF",3,2,0.666666666666667
"8443",8443,"SLV","Ques_26",1,1991,2009,1,26,4,0.153846153846154,"PF",3,2,0.666666666666667
"8444",8444,"SLV","Ques_26",1,1991,2010,1,26,4,0.153846153846154,"PF",3,2,0.666666666666667
"8445",8445,"SLV","Ques_26",1,1991,2011,1,26,4,0.153846153846154,"PF",3,2,0.666666666666667
"8446",8446,"SLV","Ques_26",1,1991,2014,1,26,4,0.153846153846154,"PF",3,2,0.666666666666667
"8447",8447,"SLV","Ques_26",1,1991,2015,1,26,4,0.153846153846154,"PF",3,2,0.666666666666667
"8448",8448,"SLV","Ques_26",1,1991,2016,1,26,4,0.153846153846154,"PF",3,2,0.666666666666667
"8449",8449,"SLV","Ques_29",1,2009,1925,0,26,0,0,"RS",3,0,0
"8450",8450,"SLV","Ques_29",1,2009,1965,0,26,0,0,"RS",3,0,0
"8451",8451,"SLV","Ques_29",1,2009,1983,0,26,0,0,"RS",3,0,0
"8452",8452,"SLV","Ques_29",1,2009,1986,0,26,0,0,"RS",3,0,0
"8453",8453,"SLV","Ques_29",1,2009,1991,0,26,1,0.0384615384615385,"RS",3,0,0
"8454",8454,"SLV","Ques_29",1,2009,1992,0,26,1,0.0384615384615385,"RS",3,0,0
"8455",8455,"SLV","Ques_29",1,2009,1996,0,26,2,0.0769230769230769,"RS",3,0,0
"8456",8456,"SLV","Ques_29",1,2009,1998,0,26,2,0.0769230769230769,"RS",3,0,0
"8457",8457,"SLV","Ques_29",1,2009,2000,0,26,2,0.0769230769230769,"RS",3,0,0
"8458",8458,"SLV","Ques_29",1,2009,2002,0,26,2,0.0769230769230769,"RS",3,0,0
"8459",8459,"SLV","Ques_29",1,2009,2003,0,26,2,0.0769230769230769,"RS",3,0,0
"8460",8460,"SLV","Ques_29",1,2009,2004,0,26,2,0.0769230769230769,"RS",3,0,0
"8461",8461,"SLV","Ques_29",1,2009,2005,0,26,2,0.0769230769230769,"RS",3,0,0
"8462",8462,"SLV","Ques_29",1,2009,2006,0,26,2,0.0769230769230769,"RS",3,0,0
"8463",8463,"SLV","Ques_29",1,2009,2007,0,26,2,0.0769230769230769,"RS",3,0,0
"8464",8464,"SLV","Ques_29",1,2009,2008,0,26,2,0.0769230769230769,"RS",3,0,0
"8465",8465,"SLV","Ques_29",1,2009,2009,1,26,4,0.153846153846154,"RS",3,1,0.333333333333333
"8466",8466,"SLV","Ques_29",1,2009,2010,1,26,4,0.153846153846154,"RS",3,1,0.333333333333333
"8467",8467,"SLV","Ques_29",1,2009,2011,1,26,4,0.153846153846154,"RS",3,1,0.333333333333333
"8468",8468,"SLV","Ques_29",1,2009,2014,1,26,4,0.153846153846154,"RS",3,1,0.333333333333333
"8469",8469,"SLV","Ques_29",1,2009,2015,1,26,4,0.153846153846154,"RS",3,1,0.333333333333333
"8470",8470,"SLV","Ques_29",1,2009,2016,1,26,4,0.153846153846154,"RS",3,1,0.333333333333333
"8471",8471,"SLV","Ques_3",0,2011,1925,0,26,0,0,"PI",13,0,0
"8472",8472,"SLV","Ques_3",0,2011,1965,0,26,0,0,"PI",13,0,0
"8473",8473,"SLV","Ques_3",0,2011,1983,0,26,0,0,"PI",13,0,0
"8474",8474,"SLV","Ques_3",0,2011,1986,0,26,0,0,"PI",13,0,0
"8475",8475,"SLV","Ques_3",0,2011,1991,0,26,1,0.0384615384615385,"PI",13,0,0
"8476",8476,"SLV","Ques_3",0,2011,1992,0,26,1,0.0384615384615385,"PI",13,0,0
"8477",8477,"SLV","Ques_3",0,2011,1996,0,26,2,0.0769230769230769,"PI",13,0,0
"8478",8478,"SLV","Ques_3",0,2011,1998,0,26,2,0.0769230769230769,"PI",13,0,0
"8479",8479,"SLV","Ques_3",0,2011,2000,0,26,2,0.0769230769230769,"PI",13,0,0
"8480",8480,"SLV","Ques_3",0,2011,2002,0,26,2,0.0769230769230769,"PI",13,0,0
"8481",8481,"SLV","Ques_3",0,2011,2003,0,26,2,0.0769230769230769,"PI",13,0,0
"8482",8482,"SLV","Ques_3",0,2011,2004,0,26,2,0.0769230769230769,"PI",13,0,0
"8483",8483,"SLV","Ques_3",0,2011,2005,0,26,2,0.0769230769230769,"PI",13,0,0
"8484",8484,"SLV","Ques_3",0,2011,2006,0,26,2,0.0769230769230769,"PI",13,0,0
"8485",8485,"SLV","Ques_3",0,2011,2007,0,26,2,0.0769230769230769,"PI",13,0,0
"8486",8486,"SLV","Ques_3",0,2011,2008,0,26,2,0.0769230769230769,"PI",13,0,0
"8487",8487,"SLV","Ques_3",0,2011,2009,0,26,4,0.153846153846154,"PI",13,0,0
"8488",8488,"SLV","Ques_3",0,2011,2010,0,26,4,0.153846153846154,"PI",13,0,0
"8489",8489,"SLV","Ques_3",0,2011,2011,0,26,4,0.153846153846154,"PI",13,0,0
"8490",8490,"SLV","Ques_3",0,2011,2014,0,26,4,0.153846153846154,"PI",13,0,0
"8491",8491,"SLV","Ques_3",0,2011,2015,0,26,4,0.153846153846154,"PI",13,0,0
"8492",8492,"SLV","Ques_3",0,2011,2016,0,26,4,0.153846153846154,"PI",13,0,0
"8493",8493,"SLV","Ques_31",0,2011,1925,0,26,0,0,"RS",3,0,0
"8494",8494,"SLV","Ques_31",0,2011,1965,0,26,0,0,"RS",3,0,0
"8495",8495,"SLV","Ques_31",0,2011,1983,0,26,0,0,"RS",3,0,0
"8496",8496,"SLV","Ques_31",0,2011,1986,0,26,0,0,"RS",3,0,0
"8497",8497,"SLV","Ques_31",0,2011,1991,0,26,1,0.0384615384615385,"RS",3,0,0
"8498",8498,"SLV","Ques_31",0,2011,1992,0,26,1,0.0384615384615385,"RS",3,0,0
"8499",8499,"SLV","Ques_31",0,2011,1996,0,26,2,0.0769230769230769,"RS",3,0,0
"8500",8500,"SLV","Ques_31",0,2011,1998,0,26,2,0.0769230769230769,"RS",3,0,0
"8501",8501,"SLV","Ques_31",0,2011,2000,0,26,2,0.0769230769230769,"RS",3,0,0
"8502",8502,"SLV","Ques_31",0,2011,2002,0,26,2,0.0769230769230769,"RS",3,0,0
"8503",8503,"SLV","Ques_31",0,2011,2003,0,26,2,0.0769230769230769,"RS",3,0,0
"8504",8504,"SLV","Ques_31",0,2011,2004,0,26,2,0.0769230769230769,"RS",3,0,0
"8505",8505,"SLV","Ques_31",0,2011,2005,0,26,2,0.0769230769230769,"RS",3,0,0
"8506",8506,"SLV","Ques_31",0,2011,2006,0,26,2,0.0769230769230769,"RS",3,0,0
"8507",8507,"SLV","Ques_31",0,2011,2007,0,26,2,0.0769230769230769,"RS",3,0,0
"8508",8508,"SLV","Ques_31",0,2011,2008,0,26,2,0.0769230769230769,"RS",3,0,0
"8509",8509,"SLV","Ques_31",0,2011,2009,0,26,4,0.153846153846154,"RS",3,1,0.333333333333333
"8510",8510,"SLV","Ques_31",0,2011,2010,0,26,4,0.153846153846154,"RS",3,1,0.333333333333333
"8511",8511,"SLV","Ques_31",0,2011,2011,0,26,4,0.153846153846154,"RS",3,1,0.333333333333333
"8512",8512,"SLV","Ques_31",0,2011,2014,0,26,4,0.153846153846154,"RS",3,1,0.333333333333333
"8513",8513,"SLV","Ques_31",0,2011,2015,0,26,4,0.153846153846154,"RS",3,1,0.333333333333333
"8514",8514,"SLV","Ques_31",0,2011,2016,0,26,4,0.153846153846154,"RS",3,1,0.333333333333333
"8515",8515,"SLV","Ques_33",0,2011,1925,0,26,0,0,"RS",3,0,0
"8516",8516,"SLV","Ques_33",0,2011,1965,0,26,0,0,"RS",3,0,0
"8517",8517,"SLV","Ques_33",0,2011,1983,0,26,0,0,"RS",3,0,0
"8518",8518,"SLV","Ques_33",0,2011,1986,0,26,0,0,"RS",3,0,0
"8519",8519,"SLV","Ques_33",0,2011,1991,0,26,1,0.0384615384615385,"RS",3,0,0
"8520",8520,"SLV","Ques_33",0,2011,1992,0,26,1,0.0384615384615385,"RS",3,0,0
"8521",8521,"SLV","Ques_33",0,2011,1996,0,26,2,0.0769230769230769,"RS",3,0,0
"8522",8522,"SLV","Ques_33",0,2011,1998,0,26,2,0.0769230769230769,"RS",3,0,0
"8523",8523,"SLV","Ques_33",0,2011,2000,0,26,2,0.0769230769230769,"RS",3,0,0
"8524",8524,"SLV","Ques_33",0,2011,2002,0,26,2,0.0769230769230769,"RS",3,0,0
"8525",8525,"SLV","Ques_33",0,2011,2003,0,26,2,0.0769230769230769,"RS",3,0,0
"8526",8526,"SLV","Ques_33",0,2011,2004,0,26,2,0.0769230769230769,"RS",3,0,0
"8527",8527,"SLV","Ques_33",0,2011,2005,0,26,2,0.0769230769230769,"RS",3,0,0
"8528",8528,"SLV","Ques_33",0,2011,2006,0,26,2,0.0769230769230769,"RS",3,0,0
"8529",8529,"SLV","Ques_33",0,2011,2007,0,26,2,0.0769230769230769,"RS",3,0,0
"8530",8530,"SLV","Ques_33",0,2011,2008,0,26,2,0.0769230769230769,"RS",3,0,0
"8531",8531,"SLV","Ques_33",0,2011,2009,0,26,4,0.153846153846154,"RS",3,1,0.333333333333333
"8532",8532,"SLV","Ques_33",0,2011,2010,0,26,4,0.153846153846154,"RS",3,1,0.333333333333333
"8533",8533,"SLV","Ques_33",0,2011,2011,0,26,4,0.153846153846154,"RS",3,1,0.333333333333333
"8534",8534,"SLV","Ques_33",0,2011,2014,0,26,4,0.153846153846154,"RS",3,1,0.333333333333333
"8535",8535,"SLV","Ques_33",0,2011,2015,0,26,4,0.153846153846154,"RS",3,1,0.333333333333333
"8536",8536,"SLV","Ques_33",0,2011,2016,0,26,4,0.153846153846154,"RS",3,1,0.333333333333333
"8537",8537,"SLV","Ques_35",0,2011,1925,0,26,0,0,"OS",7,0,0
"8538",8538,"SLV","Ques_35",0,2011,1965,0,26,0,0,"OS",7,0,0
"8539",8539,"SLV","Ques_35",0,2011,1983,0,26,0,0,"OS",7,0,0
"8540",8540,"SLV","Ques_35",0,2011,1986,0,26,0,0,"OS",7,0,0
"8541",8541,"SLV","Ques_35",0,2011,1991,0,26,1,0.0384615384615385,"OS",7,0,0
"8542",8542,"SLV","Ques_35",0,2011,1992,0,26,1,0.0384615384615385,"OS",7,0,0
"8543",8543,"SLV","Ques_35",0,2011,1996,0,26,2,0.0769230769230769,"OS",7,0,0
"8544",8544,"SLV","Ques_35",0,2011,1998,0,26,2,0.0769230769230769,"OS",7,0,0
"8545",8545,"SLV","Ques_35",0,2011,2000,0,26,2,0.0769230769230769,"OS",7,0,0
"8546",8546,"SLV","Ques_35",0,2011,2002,0,26,2,0.0769230769230769,"OS",7,0,0
"8547",8547,"SLV","Ques_35",0,2011,2003,0,26,2,0.0769230769230769,"OS",7,0,0
"8548",8548,"SLV","Ques_35",0,2011,2004,0,26,2,0.0769230769230769,"OS",7,0,0
"8549",8549,"SLV","Ques_35",0,2011,2005,0,26,2,0.0769230769230769,"OS",7,0,0
"8550",8550,"SLV","Ques_35",0,2011,2006,0,26,2,0.0769230769230769,"OS",7,0,0
"8551",8551,"SLV","Ques_35",0,2011,2007,0,26,2,0.0769230769230769,"OS",7,0,0
"8552",8552,"SLV","Ques_35",0,2011,2008,0,26,2,0.0769230769230769,"OS",7,0,0
"8553",8553,"SLV","Ques_35",0,2011,2009,0,26,4,0.153846153846154,"OS",7,1,0.142857142857143
"8554",8554,"SLV","Ques_35",0,2011,2010,0,26,4,0.153846153846154,"OS",7,1,0.142857142857143
"8555",8555,"SLV","Ques_35",0,2011,2011,0,26,4,0.153846153846154,"OS",7,1,0.142857142857143
"8556",8556,"SLV","Ques_35",0,2011,2014,0,26,4,0.153846153846154,"OS",7,1,0.142857142857143
"8557",8557,"SLV","Ques_35",0,2011,2015,0,26,4,0.153846153846154,"OS",7,1,0.142857142857143
"8558",8558,"SLV","Ques_35",0,2011,2016,0,26,4,0.153846153846154,"OS",7,1,0.142857142857143
"8559",8559,"SLV","Ques_36",0,2011,1925,0,26,0,0,"OS",7,0,0
"8560",8560,"SLV","Ques_36",0,2011,1965,0,26,0,0,"OS",7,0,0
"8561",8561,"SLV","Ques_36",0,2011,1983,0,26,0,0,"OS",7,0,0
"8562",8562,"SLV","Ques_36",0,2011,1986,0,26,0,0,"OS",7,0,0
"8563",8563,"SLV","Ques_36",0,2011,1991,0,26,1,0.0384615384615385,"OS",7,0,0
"8564",8564,"SLV","Ques_36",0,2011,1992,0,26,1,0.0384615384615385,"OS",7,0,0
"8565",8565,"SLV","Ques_36",0,2011,1996,0,26,2,0.0769230769230769,"OS",7,0,0
"8566",8566,"SLV","Ques_36",0,2011,1998,0,26,2,0.0769230769230769,"OS",7,0,0
"8567",8567,"SLV","Ques_36",0,2011,2000,0,26,2,0.0769230769230769,"OS",7,0,0
